"text","size","pos","neg"
"blah_blah_blah",-4.71019521386673,5,34
"very_annoying",-4.70925984633064,6,36
"even_think_about",-4.70740452654586,1,25
"horrible_script",-4.70740452654586,1,25
"than_1",-4.70740452654586,1,25
"awful_that",-4.70740452654586,1,25
"had_misfortune",-4.70740452654586,1,25
"at_humor",-4.70740452654586,1,25
"mean_come",-4.7071734401566,7,39
"mean_come_on",-4.7071734401566,7,39
"nothing_much",-4.7071734401566,7,39
"tired",-4.70674207862558,139,213
"movie_tries",-4.70659701970572,9,42
"plot_no",-4.70659701970572,9,42
"to_act",-4.70482907690947,71,139
"ripoff",-4.70397409596402,7,38
"excruciatingly",-4.70199582469999,8,41
"aimlessly",-4.69847853602378,2,27
"worse_than_that",-4.69847853602378,2,27
"redeeming_feature",-4.69847853602378,2,27
"clue_what",-4.69847853602378,2,27
"blatant",-4.69736988467575,29,75
"why_not",-4.69604490310425,52,111
"pathetically",-4.69573062877407,3,30
"drags_on",-4.69573062877407,3,30
"should_known",-4.69573062877407,3,30
"embarrassed_to",-4.69573062877407,3,30
"don't_even_get",-4.69573062877407,3,30
"hated_movie",-4.69573062877407,3,30
"cheap_looking",-4.69573062877407,3,30
"like_shot",-4.69573062877407,3,30
"so_disappointed",-4.69573062877407,3,30
"anything_in",-4.69533281920527,15,53
"lacking",-4.69146363983025,100,170
"but_even",-4.69106191042951,115,190
"call",-4.68953002400566,325,489
"off_as",-4.68604339564004,92,169
"it's_as",-4.68592674300514,29,80
"repetitive",-4.67910537419341,27,78
"original_movie",-4.67800319418852,21,65
"had_nothing",-4.67795131494049,17,55
"minutes_or_so",-4.6747617072133,15,57
"franchise",-4.67322554944209,31,82
"empty",-4.67202775177462,72,145
"hire",-4.67049710640267,34,85
"guy_in",-4.66708145789021,49,108
"read_book",-4.66612888490852,97,146
"if_could",-4.66534881592077,40,98
"that_so_bad",-4.66276669230513,0,28
"what_heck",-4.66189562228242,12,46
"plain_awful",-4.66020039139045,4,32
"might_enjoy",-4.66020039139045,4,32
"looks_as_if",-4.66020039139045,4,32
"at_least_had",-4.66020039139045,4,32
"least_had",-4.66020039139045,4,32
"be_avoided",-4.66020039139045,4,32
"embarrassing_to",-4.66020039139045,4,32
"avoid_film",-4.66020039139045,4,32
"unless_you're",-4.65881413821568,14,52
"sex_scenes",-4.65141067588699,44,100
"no_wonder",-4.64901722778828,45,106
"to_wonder",-4.64531720561079,33,82
"even_close",-4.64531015983254,12,47
"but_sadly",-4.64371456481894,13,50
"minutes_to",-4.64371456481894,13,50
"90_minutes_life",-4.64311502914126,1,24
"so_annoying",-4.64007166509731,2,27
"crappy_movie",-4.64007166509731,2,27
"film_awful",-4.64007166509731,2,27
"please_don't",-4.63853669500065,30,85
"i'm_all",-4.63779433879347,4,31
"cover_art",-4.63777975890656,1,19
"don't_buy",-4.63541292299603,5,34
"bad_don't",-4.63541292299603,5,34
"films_ever_seen",-4.63431111528195,13,45
"totally",-4.63416553015235,448,622
"inconsistent",-4.63394315477968,10,42
"just_because",-4.63390807601726,83,151
"dim",-4.63289011230196,14,51
"it's_supposed_to_be",-4.6322686943942,11,45
"too",-4.63191817686577,2031,2205
"positive",-4.62426156543992,156,247
"gonna",-4.62407642218278,69,135
"guy_who",-4.62280590438692,139,231
"did_anyone",-4.62140516506006,5,33
"but_then",-4.62137466263308,218,326
"frankly",-4.62027238344081,84,161
"there_no_real",-4.61983093441163,11,46
"seems_to",-4.61967866134391,579,750
"film_1",-4.61916827032853,6,36
"could_been_so",-4.61916827032853,6,36
"good_part",-4.61836324296269,3,29
"would've",-4.61574635557298,49,89
"within_first",-4.61543908354113,8,38
"even_be",-4.61471873668917,20,62
"no_excuse",-4.6140547143825,5,32
"no_character",-4.61244255833585,10,45
"movie_fails",-4.61010719352609,6,34
"bad_if",-4.60990771989994,4,37
"or_interesting",-4.60981536512823,7,38
"very_predictable",-4.60981536512823,7,38
"yeah_right",-4.60981536512823,7,38
"no_good",-4.6073643917948,29,71
"saved_by",-4.60609057152317,8,40
"wastes",-4.60609057152317,8,40
"director",-4.60506484630596,1312,1483
"puerile",-4.60026891418043,1,24
"like_trying_to",-4.60026891418043,1,24
"be_worst_movie",-4.60026891418043,1,24
"loser",-4.59597325131578,32,73
"really_poor",-4.59421782591244,2,26
"watching_paint_dry",-4.59421782591244,2,26
"watching_paint",-4.59421782591244,2,26
"it's_not_funny",-4.5914235573873,3,29
"would_at_least",-4.5914235573873,3,29
"half_hearted",-4.5914235573873,3,29
"plot_so",-4.59132923019993,18,57
"sense",-4.59112583217893,748,957
"people_get",-4.59000943974367,11,49
"be_worth",-4.58834490864982,15,53
"just_don't",-4.58767402972993,96,169
"chest",-4.58437265307014,24,68
"that_couldn't",-4.58124994651507,30,75
"just_seemed",-4.5701621824578,15,49
"not_to_mention",-4.56852892034843,111,186
"spit",-4.56026101948209,9,37
"pretty_poor",-4.55954114647805,3,28
"bad_horror",-4.55954114647805,3,28
"really_awful",-4.55954114647805,3,28
"sick",-4.55890062281626,152,228
"walk",-4.55839849259574,160,239
"be_worse",-4.55695302403935,4,31
"boom",-4.55164544795113,14,52
"after_that",-4.55030082525083,59,122
"wonder_what",-4.54967937596239,28,70
"to_fill",-4.54576171081259,43,91
"movie_i've",-4.5453699218872,63,121
"into_movie",-4.54456503969918,85,153
"to_poor",-4.54429805876055,9,41
"claude_van",-4.54325780867272,1,21
"b_movies",-4.54124551246053,30,73
"worst_film_ever_seen",-4.535980581119,1,23
"with_worst",-4.535980581119,1,23
"poorly_directed",-4.535980581119,1,23
"leaden",-4.535980581119,1,23
"bottom_100",-4.53597380632683,1,29
"bad_actor",-4.53589277373884,4,30
"in_hat",-4.53446920433212,1,16
"clue",-4.53433154234859,64,131
"director_should",-4.5334785021099,5,33
"total_lack",-4.5334785021099,5,33
"movie_supposed_to_be",-4.53287789840413,2,26
"in_mess",-4.53287789840413,2,26
"mildly_amusing",-4.53287789840413,2,26
"movie_looks_like",-4.53287789840413,2,26
"stupid_plot",-4.53287789840413,2,26
"on_piece",-4.53287789840413,2,26
"do_something",-4.52980706391635,39,93
"dumber",-4.52891832431785,7,41
"watch_something",-4.52715512930537,8,44
"with_poor",-4.52699679245654,11,45
"movie_made",-4.5269547235499,117,184
"average",-4.52620450285084,255,342
"mistake",-4.5244769304723,132,211
"bad_guy",-4.52428017022909,84,135
"to_shoot",-4.5241148120443,39,90
"computer",-4.5229993045979,99,167
"don't_get",-4.52228912443039,138,227
"semblance",-4.52106362868011,2,31
"unappealing",-4.52095328904505,5,32
"much_sense",-4.51946636478333,6,39
"make_matters",-4.51868795419487,6,35
"isn't_worth",-4.51868795419487,6,35
"to_make_matters",-4.51868795419487,6,35
"far",-4.5179450451229,997,1168
"monotonous",-4.51696480252065,6,32
"stoned",-4.51696480252065,6,32
"cheated",-4.51595653089718,21,62
"get_killed",-4.51514929514868,5,31
"sequels",-4.51342742374816,62,97
"bearable",-4.51299595737661,6,34
"isn't_enough",-4.51299595737661,6,34
"film_ever",-4.511600717235,75,139
"motions",-4.51115393697048,9,41
"work_if",-4.51085992063164,7,37
"movie_tries_to",-4.51070849418958,7,36
"hmm",-4.51070849418958,7,36
"about_30",-4.50868598789133,8,39
"barrel",-4.50785309485419,13,53
"let's_just",-4.50587029563552,19,59
"slow",-4.50459866333804,373,476
"virus",-4.50248471374036,18,39
"way_too_much",-4.50154030834911,14,49
"blair",-4.50061099859005,31,71
"or_even",-4.5003138972734,199,298
"preposterous",-4.5002174938623,12,51
"get_started",-4.5002174938623,12,51
"like_someone",-4.50003607120605,15,52
"after_about",-4.50003607120605,15,52
"oh_yeah",-4.49723505869513,31,76
"then_there",-4.49629302140169,66,125
"incredibly_boring",-4.48780197299337,2,25
"mediocre_at",-4.48780197299337,2,25
"very_weak",-4.48546307182126,8,40
"film_ever_seen",-4.48524739571293,11,44
"story_no",-4.48495984326706,3,28
"so_horrible",-4.48495984326706,3,28
"stupid_to",-4.48495984326706,3,28
"no_substance",-4.48495984326706,3,28
"give_4",-4.48495984326706,3,28
"not_convincing",-4.48495984326706,3,28
"stay_awake",-4.48495984326706,3,28
"stupid_as",-4.48495984326706,3,28
"but_movie_just",-4.48495984326706,3,28
"do_not_recommend",-4.48495984326706,3,28
"started_out",-4.4845808270711,21,58
"dismal",-4.48366240892487,12,44
"didn't_help",-4.48366240892487,12,44
"on_shelf",-4.4820890123135,13,47
"would_want_to",-4.481419278439,29,75
"bad_to",-4.48068951702062,18,57
"what_could_been",-4.48068951702062,18,57
"sleep",-4.47195890482452,94,170
"minutes_in",-4.46819309419011,29,69
"than_movie",-4.46626322447485,31,75
"know_it's",-4.46407404323003,25,67
"what_with",-4.46407404323003,25,67
"act_like",-4.46362253702738,33,82
"wasted_in",-4.46281448916649,10,47
"video_game",-4.4625492824863,16,56
"most_movie",-4.45965650436019,35,84
"or_maybe",-4.45903815927283,61,129
"it's_supposed",-4.4577442795474,16,52
"film_terrible",-4.45695037836553,2,24
"something_to",-4.4568538156629,151,230
"even_think",-4.45633140678801,17,55
"shame_on",-4.4544964339106,15,45
"monstrosity",-4.4543001041066,3,27
"tedium",-4.4543001041066,3,27
"bad_can",-4.4543001041066,3,27
"by_numbers",-4.45294971948443,16,59
"did_not",-4.45211434331542,367,472
"pretty_awful",-4.45167234409427,4,30
"moron",-4.44846309951845,6,41
"movie_looks",-4.44832295542097,11,43
"bad_bad_bad",-4.44799339888955,0,20
"in_woods",-4.44702299395356,31,72
"high_hopes",-4.44663035340763,12,46
"hideous",-4.44247339513019,20,62
"jean_claude_van",-4.43955119005743,1,20
"i'd",-4.43816182585525,412,563
"in_on",-4.43743793435754,72,141
"should_stick_to",-4.43704183384704,2,26
"bad_name",-4.43455304515461,3,26
"beyond",-4.43272396979788,342,465
"extremely_boring",-4.43208476730823,4,29
"why_didn't",-4.42742256566723,25,72
"sloppy",-4.42524306775232,30,77
"there_too",-4.42334502497794,35,79
"do_start",-4.42327421398783,2,25
"sense_whatsoever",-4.42327421398783,2,25
"tries_too",-4.42327421398783,2,25
"stupid_that",-4.42327421398783,2,25
"hour_half_life",-4.42327421398783,2,25
"don't_waste_time_on",-4.42327421398783,2,25
"even_good",-4.42176303851695,10,42
"no_gore",-4.42102981769376,4,28
"obligatory",-4.42083619189315,19,58
"that_actually",-4.42081267004413,92,155
"so_predictable",-4.41871679457296,5,31
"been_interesting",-4.41871679457296,5,31
"half_baked",-4.41871679457296,5,31
"i'm_being",-4.41871679457296,5,31
"stop",-4.41765145019421,406,527
"who_looks",-4.41722584552865,26,68
"does_not_work",-4.41654131390423,3,33
"no_purpose",-4.41642253111473,6,34
"whiny",-4.41577350663525,8,37
"big_deal",-4.41370967763022,13,45
"underdeveloped",-4.41176246185539,7,35
"if_can_call",-4.41176246185539,7,35
"uninspiring",-4.41176246185539,7,35
"on_something",-4.40971745680915,8,38
"instead_being",-4.40971745680915,8,38
"lighting",-4.40774483864618,118,181
"dollar",-4.40405158643895,49,111
"on_imdb",-4.40275329434828,63,136
"just_to",-4.40242346284093,206,295
"trying_to_make",-4.39893858538317,50,107
"on_cover",-4.39877522603214,12,46
"remove",-4.39597004790792,18,52
"sorry_to",-4.39437936244011,18,56
"in_mouth",-4.39363495732993,17,57
"been_much",-4.39285670122378,27,70
"stereotypical",-4.39283510740098,47,112
"been_much_better",-4.3915056213262,10,45
"just_seems",-4.39060291995038,17,56
"dead",-4.38837358960467,530,672
"slasher",-4.38726784617366,50,121
"started",-4.38697755768386,321,476
"assume",-4.38321466098582,68,133
"make_up",-4.3829002642962,174,268
"all_over",-4.37960825981186,136,229
"mediocre_at_best",-4.37909931394432,2,24
"flat_on",-4.37909931394432,2,24
"plods",-4.37909931394432,2,24
"just_didn't_work",-4.37909931394432,2,24
"turned",-4.37714411484315,358,456
"read_script",-4.37622327261666,0,26
"good_thing_about_movie",-4.37620774524683,3,27
"horrible_film",-4.37620774524683,3,27
"mess_that",-4.37620774524683,3,27
"worse_movies",-4.37620774524683,3,27
"taste_in_mouth",-4.37620774524683,3,27
"but_just_didn't",-4.37620774524683,3,27
"worst_horror",-4.37620774524683,3,27
"around_like",-4.37361329965546,11,41
"had_to",-4.37130471900783,446,592
"say_something",-4.37061288608598,19,60
"guessed",-4.37039472046847,22,61
"on_just",-4.37032357592308,13,47
"it's_supposed_to",-4.37011640640815,16,51
"steven_seagal",-4.36279066547989,5,26
"puppets",-4.35537817521076,10,43
"stuff",-4.35464324792708,407,526
"mins",-4.3542259924733,12,40
"know_where",-4.35383889250811,42,93
"ten_minutes",-4.35294239065884,48,97
"slap",-4.35249402859103,29,71
"disaster_movie",-4.35231589510108,1,23
"brain",-4.34887656851923,136,250
"if_want_to_watch",-4.34887166876262,7,41
"script_or",-4.34691082710462,3,26
"good_but",-4.34615369105517,176,268
"nothing_that",-4.34538585626238,15,49
"about_as_much",-4.34424238462984,4,29
"funny_enough",-4.34424238462984,4,29
"bad_dialogue",-4.34424238462984,4,29
"so_lame",-4.34424238462984,4,29
"aliens",-4.34170644000378,43,83
"did_nothing",-4.34120608460141,6,36
"shot",-4.33930463855417,644,760
"movie_going",-4.33927699886583,25,64
"nothing_else_to",-4.3373964652288,11,43
"if_someone",-4.33708673835022,27,70
"low_quality",-4.32877134981561,3,25
"single",-4.32787085509003,335,440
"thing_about_movie",-4.32665022691164,29,73
"five",-4.32462776059851,272,394
"bad_idea",-4.32462663537853,10,41
"get_worse",-4.32378660959298,5,31
"script_just",-4.32378660959298,5,31
"plain_stupid",-4.32378660959298,5,31
"with_any",-4.32333539301415,51,104
"to_stop",-4.32281361567603,112,182
"acts_like",-4.3217269945345,14,47
"get_better",-4.32072168969044,24,71
"good_laugh",-4.31772555423531,27,69
"example",-4.31719188999213,478,602
"unbearable",-4.31555934278147,32,76
"far_between",-4.31498171220376,9,39
"very_little_to",-4.31460658027981,5,30
"to_rip",-4.31460658027981,5,30
"up_with",-4.31438719635654,424,556
"nothing_about",-4.31373918994347,35,79
"been_warned",-4.31242823293147,3,32
"way_too_long",-4.31228289750834,6,33
"ninety",-4.31118366777125,7,34
"woeful",-4.3110967897322,2,24
"why_hell",-4.3110967897322,2,24
"not_to_do",-4.3110967897322,2,24
"chore_to",-4.3110967897322,2,24
"insufferable",-4.3110967897322,2,24
"never_been_made",-4.3110967897322,2,24
"want_to_waste",-4.3110967897322,2,24
"painful_to_sit_through",-4.3110967897322,2,24
"big_disappointment",-4.3110967897322,2,24
"no_sense_whatsoever",-4.3110967897322,2,24
"painful_to_sit",-4.3110967897322,2,24
"had_some",-4.30935350081601,93,166
"firstly",-4.30912374564537,20,57
"please_do_not",-4.30911591797907,8,37
"kept_thinking",-4.30911591797907,8,37
"only_watched",-4.30911591797907,8,37
"that_director",-4.30821120848399,58,102
"wearing",-4.30533101593151,115,176
"bullets",-4.30270475969749,25,61
"hoped",-4.30151289801275,39,83
"it's_not",-4.29944375661308,484,632
"like_it's",-4.29309106052094,27,68
"not_single",-4.29012104581833,20,54
"minus",-4.28889655500531,21,57
"original_film",-4.28709070318465,26,50
"about_half",-4.28647201508994,23,63
"movie_in",-4.28223840670332,291,398
"during_movie",-4.2817177386908,13,49
"what_that",-4.27994647418808,25,72
"there's_some",-4.27903765771434,32,76
"lot_better",-4.27780381436287,42,89
"doesn't_do",-4.27770467090541,20,58
"thinking_that",-4.27587078346023,35,80
"endure",-4.27102183921975,24,63
"at_camera",-4.26796483077162,2,23
"mean_if",-4.2650221636108,3,26
